120.81,-3.1061,0.17619,0.52803
122.82,-5.035,-0.10648,0.89932
124.83,-17.275,0.073133,0.80936
126.85,-22.548,0.044707,0.78634
128.86,-30.536,0.2158,0.90046
130.87,-16.177,-0.20862,0.78518
132.89,-7.2493,0.00011588,0.93616
134.9,-21.517,0.0082942,0.88409
136.91,-19.878,-0.36311,0.76481
138.93,-11.498,0.19351,0.96583
140.94,-8.9874,0.43556,0.93044
142.95,-33.865,-0.036,1.0179
144.97,-16.515,0.044504,0.79005
146.98,-16.722,-0.072036,0.79314
148.99,-20.64,0.059588,0.9268
151.01,-9.4883,-0.058891,0.96814
153.02,-23.259,-0.01578,0.9886
155.03,-28.415,0.25089,0.90297
157.05,-16.623,-0.13136,0.87973
159.06,-14.777,-0.089289,0.97842
161.07,-22.256,-0.01177,1.1226
163.09,-11.419,-0.020539,1.0088
165.1,-36.72,0.22316,0.92508
167.11,-32.289,0.31494,0.85649
169.13,-54.463,-0.15167,0.9748
171.14,-16.273,-0.099389,0.87102
173.15,-33.645,0.080699,0.95125
175.17,-26.938,-0.059027,1.0117
177.18,-14.913,0.30899,1.0296
179.19,-27.39,0.25364,0.99542
181.21,-35.351,0.086675,1.0826
183.22,-43.069,0.087391,1.1357
185.23,-40.586,-0.052468,0.73317
187.25,-36.539,0.1184,0.74785
189.26,-65.788,0.17481,0.84199
191.28,-57.863,0.02195,0.72774
193.29,-58.972,0.58754,0.8862
195.3,-90.916,0.67393,0.86092
197.32,-73.639,0.72296,0.89753
199.33,-76.834,0.90037,0.87549
201.34,-95.651,1.075,0.74547
203.36,-103.17,0.88084,0.70738
205.37,-82.188,0.95203,0.85704
207.38,-77.595,1.347,0.70731
209.4,-79.19,0.91383,0.57833
211.41,-76.078,1.1391,0.70574
213.42,-95.897,1.1222,0.70569
215.44,-75.453,1.2436,0.61899
217.45,-86.738,1.0799,0.71518
219.46,-85.238,0.61675,0.64881
221.48,-94.762,0.8672,0.58291
223.49,-64.803,1.079,0.5831
225.5,-73.714,1.0397,0.61978
227.52,-63.706,1.3041,0.50578
229.53,-57.257,1.218,0.42313
231.54,-85.072,1.077,0.50417
233.56,-64.989,1.0128,0.51939
235.57,-71.368,0.75989,0.54537
237.58,-60.669,1.2889,0.47258
239.6,-57.98,1.0208,0.41234
241.61,-60.557,0.76029,0.51227
243.62,-77.822,1.0672,0.42237
245.64,-69.904,1.016,0.50874
247.65,-65.286,0.91157,0.39945
249.66,-33.585,1.0764,0.39629
251.68,-54.205,0.8903,0.37525
253.69,-42.077,0.79099,0.27433
255.7,-62.481,0.728,0.26259
257.72,-64.457,0.94359,0.24811
259.73,-59.914,0.90277,0.53386
261.74,-72.1,1.0682,0.30958
263.76,-52.777,0.76702,0.42277
265.77,-67.797,0.96771,0.34943
267.79,-80.847,0.76663,0.50305
269.8,-56.424,1.2806,0.3935
271.81,-82.753,0.98186,0.15241
273.83,-85.654,1.1901,0.24099
275.84,-62.474,1.0767,0.36425
277.85,-75.832,1.1409,0.29118
279.87,-75.337,0.82104,0.4967
281.88,-67.172,1.195,0.23968
283.89,-70.666,1.2252,0.070164
285.91,-67.742,0.678,0.2784
287.92,-62.343,0.97264,0.12528
289.93,-77.917,0.8989,0.22232
291.95,-78.491,1.0243,0.32682
293.96,-87.947,0.86817,0.23751
295.97,-69.407,1.0433,0.23051
297.99,-57.963,1.0926,0.17102
300,-72.749,1.0379,0.17078
301,-59.702,0.98165,0.17268
312.09,-59.215,0.80008,-0.1463
323.19,-54.302,1.0089,0.17419
334.28,-54.3,0.91923,0.21839
345.37,-72.472,0.80169,-0.045508
356.46,-74.287,0.99128,-0.084188
367.56,-64.478,0.96749,0.13471
378.65,-72.204,1.0298,-0.10527
389.74,-49.263,1.1539,-0.1326
400.83,-50.052,1.0893,0.12622
411.93,-63.97,1.2025,-0.035768
423.02,-69.627,0.88692,0.16376
434.11,-59.466,0.86595,-0.11444
445.2,-72.11,0.98528,-0.045139
456.3,-66.354,1.2145,0.043964
467.39,-70.747,1.2021,0.074408
478.48,-63.856,0.98049,0.063272
489.57,-52.776,0.90746,0.031514
500.67,-56.957,0.76423,-0.015592
511.76,-52.611,1.1042,-0.054693
522.85,-74.909,1.0035,0.058423
533.94,-63.052,0.81739,-0.036145
545.04,-75.653,0.94812,0.050207
556.13,-60.831,0.71635,0.12133
567.22,-61.472,1.0667,-0.23925
578.31,-50.957,0.97302,0.19752
589.41,-53.092,1.2529,-0.06575
600.5,-57.923,0.78922,0.14406
611.59,-70.472,1.1505,0.16911
622.69,-70.157,1.0223,-0.15698
633.78,-87.225,1.0128,0.020336
644.87,-69.857,1.1111,0.37496
655.96,-81.805,1.185,-0.022256
667.06,-54.927,0.83393,0.053214
678.15,-55.229,1.2045,0.036335
689.24,-63.502,0.81239,0.13731
700.33,-69.099,0.83346,0.11809
711.43,-63.45,0.89572,-0.1017
722.52,-47.612,1.1142,-0.046971
733.61,-50.385,0.83411,0.037303
744.7,-69.858,1.0519,-0.006063
755.8,-63.176,1.0639,0.27365
766.89,-77.139,1.0239,0.047487
777.98,-60.659,1.086,0.047339
789.07,-56.994,0.81815,-0.090239
800.17,-55.25,1.1562,-0.14094
811.26,-81.588,1.0176,0.085752
822.35,-59.533,1.1132,-0.021205
833.44,-74.362,0.84751,0.070087
844.54,-69.079,1.0081,-0.089638
855.63,-56.463,1.1361,0.096692
866.72,-61.769,1.1572,-0.19558
877.81,-66.774,0.98692,0.16903
888.91,-58.427,0.71261,0.09134
900,-47.293,0.82994,0.011906
